target_id,lsa_k,n_pairs,pearson_r,pearson_p,spearman_r,spearman_p,genre_mean,genre_std,genre_min,genre_max,genre_range,lsa_mean,lsa_std,lsa_min,lsa_max,lsa_range,diff_std,diff_min,diff_max,diff_range
5,50,429060,0.29872407908095355,0.0,0.44272647043234614,0.0,0.5179358276866096,0.4191887204208824,1.1920928955078125e-07,1.0,0.9999998807907104,0.1235409629516922,0.14115572048122407,0.0013408660888671875,1.035552978515625,1.0342121124267578,0.14115572048122407,0.0013408660888671875,1.035552978515625,1.0342121124267578
5,100,429060,0.28275674077433127,0.0,0.4011552592001562,0.0,0.5179358276866096,0.4191887204208824,1.1920928955078125e-07,1.0,0.9999998807907104,0.15620953530296824,0.16105313512852606,0.004110813140869141,1.0767936706542969,1.0726828575134277,0.16105313512852606,0.004110813140869141,1.0767936706542969,1.0726828575134277
5,300,429060,0.2254969301633938,0.0,0.3081547310234272,0.0,0.5179358276866096,0.4191887204208824,1.1920928955078125e-07,1.0,0.9999998807907104,0.25748950592891845,0.1993554407283007,0.016695618629455566,1.0447003841400146,1.028004765510559,0.1993554407283007,0.016695618629455566,1.0447003841400146,1.028004765510559
5,500,429060,0.27599910833364655,0.0,0.32965046471896,0.0,0.5179358276866096,0.4191887204208824,1.1920928955078125e-07,1.0,0.9999998807907104,0.3839337516989857,0.19592662933250488,0.05860096216201782,1.0584501028060913,0.9998491406440735,0.19592662933250488,0.05860096216201782,1.0584501028060913,0.9998491406440735
5,800,429060,0.36320450986312897,0.0,0.36083702922789607,0.0,0.5179358276866096,0.4191887204208824,1.1920928955078125e-07,1.0,0.9999998807907104,0.6462718930182433,0.1400606269204846,0.1728823184967041,1.1535195112228394,0.9806371927261353,0.1400606269204846,0.1728823184967041,1.1535195112228394,0.9806371927261353
6,10,429060,0.006793785121063746,8.581067379824864e-06,0.0777924382515093,0.0,0.5444134459519772,0.44666012285593454,0.0,1.0,1.0,0.03806964546123907,0.07686461248290154,8.428096771240234e-05,1.151846170425415,1.1517618894577026,0.07686461248290154,8.428096771240234e-05,1.151846170425415,1.1517618894577026
6,50,429060,0.35434531047510837,0.0,0.47085661213595603,0.0,0.5444134459519772,0.44666012285593454,0.0,1.0,1.0,0.15534219150900958,0.15192633096006294,0.0009736418724060059,1.0364460945129395,1.0354724526405334,0.15192633096006294,0.0009736418724060059,1.0364460945129395,1.0354724526405334
6,100,429060,0.30777865474787847,0.0,0.42718862971222404,0.0,0.5444134459519772,0.44666012285593454,0.0,1.0,1.0,0.16813290959618027,0.16621210124698516,0.0020423531532287598,1.0778260231018066,1.0757836699485779,0.16621210124698516,0.0020423531532287598,1.0778260231018066,1.0757836699485779
6,300,429060,0.252134186175306,0.0,0.33669255273764076,0.0,0.5444134459519772,0.44666012285593454,0.0,1.0,1.0,0.29068354079341385,0.19717413850760007,0.013839483261108398,1.0374888181686401,1.0236493349075317,0.19717413850760007,0.013839483261108398,1.0374888181686401,1.0236493349075317
6,500,429060,0.34288126864812307,0.0,0.3803408574132588,0.0,0.5444134459519772,0.44666012285593454,0.0,1.0,1.0,0.44029400332507035,0.18697080887469997,0.03818279504776001,1.0530179738998413,1.0148351788520813,0.18697080887469997,0.03818279504776001,1.0530179738998413,1.0148351788520813
6,800,429060,0.380062294299908,0.0,0.3740242579247563,0.0,0.5444134459519772,0.44666012285593454,0.0,1.0,1.0,0.5596839396435581,0.17420019819210622,0.07438576221466064,1.0525662899017334,0.9781805276870728,0.17420019819210622,0.07438576221466064,1.0525662899017334,0.9781805276870728
7,10,429060,0.03375731831068162,2.112615137413172e-108,0.17017469752168252,0.0,0.4915473277476408,0.3868662109145893,4.8160552978515625e-05,1.0,0.9999518394470215,0.03790909065648136,0.07323325273071725,0.00019341707229614258,1.1711554527282715,1.1709620356559753,0.07323325273071725,0.00019341707229614258,1.1711554527282715,1.1709620356559753
7,50,429060,0.35680071583554734,0.0,0.45258084110076413,0.0,0.4915473277476408,0.3868662109145893,4.8160552978515625e-05,1.0,0.9999518394470215,0.15393039726468616,0.152869294822611,0.0017457008361816406,1.058533787727356,1.0567880868911743,0.152869294822611,0.0017457008361816406,1.058533787727356,1.0567880868911743
7,100,429060,0.3445304511820335,0.0,0.4127424153353873,0.0,0.4915473277476408,0.3868662109145893,4.8160552978515625e-05,1.0,0.9999518394470215,0.2090492439894878,0.17081007061351228,0.005015671253204346,1.0990885496139526,1.0940728783607483,0.17081007061351228,0.005015671253204346,1.0990885496139526,1.0940728783607483
7,300,429060,0.3467657051182269,0.0,0.38250227534439435,0.0,0.4915473277476408,0.3868662109145893,4.8160552978515625e-05,1.0,0.9999518394470215,0.34812126176963404,0.19988904957124895,0.027345716953277588,1.0579736232757568,1.0306279063224792,0.19988904957124895,0.027345716953277588,1.0579736232757568,1.0306279063224792
7,500,429060,0.4434310033935761,0.0,0.42984527048811455,0.0,0.4915473277476408,0.3868662109145893,4.8160552978515625e-05,1.0,0.9999518394470215,0.5785507473050479,0.16765345884977864,0.15231561660766602,1.1365187168121338,0.9842031002044678,0.16765345884977864,0.15231561660766602,1.1365187168121338,0.9842031002044678
7,800,429060,0.4800065180095742,0.0,0.4403757577902455,0.0,0.4915473277476408,0.3868662109145893,4.8160552978515625e-05,1.0,0.9999518394470215,0.8087884627175999,0.1022642504852167,0.15946906805038452,1.1462427377700806,0.986773669719696,0.1022642504852167,0.15946906805038452,1.1462427377700806,0.986773669719696
8,10,429060,0.019330675761758134,9.449798237526669e-37,0.12446332241826913,0.0,0.5686064219254466,0.4684816120741047,4.291534423828125e-06,1.0,0.9999957084655762,0.036854304092717116,0.07500262911848658,9.804964065551758e-05,1.1523576974868774,1.152259647846222,0.07500262911848658,9.804964065551758e-05,1.1523576974868774,1.152259647846222
8,50,429060,0.35216931992382655,0.0,0.4401143027972964,0.0,0.5686064219254466,0.4684816120741047,4.291534423828125e-06,1.0,0.9999957084655762,0.3114149715238277,0.14135517769939876,0.0022382736206054688,1.3245099782943726,1.322271704673767,0.14135517769939876,0.0022382736206054688,1.3245099782943726,1.322271704673767
8,100,429060,0.4469061383584396,0.0,0.47387484263056706,0.0,0.5686064219254466,0.4684816120741047,4.291534423828125e-06,1.0,0.9999957084655762,0.8048143075181294,0.08483722839871692,0.0004258155822753906,1.3172801733016968,1.3168543577194214,0.08483722839871692,0.0004258155822753906,1.3172801733016968,1.3168543577194214
8,300,429060,0.41213055443604085,0.0,0.46214238795457047,0.0,0.5686064219254466,0.4684816120741047,4.291534423828125e-06,1.0,0.9999957084655762,0.923205982727176,0.05535524731313535,0.0010634064674377441,1.008875846862793,1.0078124403953552,0.05535524731313535,0.0010634064674377441,1.008875846862793,1.0078124403953552
8,500,429060,0.4006251253954646,0.0,0.4349614547616552,0.0,0.5686064219254466,0.4684816120741047,4.291534423828125e-06,1.0,0.9999957084655762,0.9319741987164624,0.04968794160391689,0.0012854337692260742,1.0022989511489868,1.0010135173797607,0.04968794160391689,0.0012854337692260742,1.0022989511489868,1.0010135173797607
8,800,429060,0.37882709160383987,0.0,0.39400136160124327,0.0,0.5686064219254466,0.4684816120741047,4.291534423828125e-06,1.0,0.9999957084655762,0.9394721470599918,0.044547441360676135,0.0015580058097839355,1.0006070137023926,0.9990490078926086,0.044547441360676135,0.0015580058097839355,1.0006070137023926,0.9990490078926086
9,10,429060,0.024922634990244583,6.293045781681404e-60,0.1497222911678481,0.0,0.5477549126387109,0.4498411705267924,0.0,1.0,1.0,0.03631416747065817,0.07325560666228498,0.0003045797348022461,1.1326854228973389,1.1323808431625366,0.07325560666228498,0.0003045797348022461,1.1326854228973389,1.1323808431625366
9,50,429060,0.3644397505443909,0.0,0.4709100386641212,0.0,0.5477549126387109,0.4498411705267924,0.0,1.0,1.0,0.1661216541371112,0.1558111540625033,0.0016529560089111328,1.0547558069229126,1.0531028509140015,0.1558111540625033,0.0016529560089111328,1.0547558069229126,1.0531028509140015
9,100,429060,0.3470077743364806,0.0,0.43165851423807233,0.0,0.5477549126387109,0.4498411705267924,0.0,1.0,1.0,0.23017483298644506,0.17167856630847508,0.005015671253204346,1.1113526821136475,1.1063370108604431,0.17167856630847508,0.005015671253204346,1.1113526821136475,1.1063370108604431
9,300,429060,0.3558852539717619,0.0,0.40549060581409063,0.0,0.5477549126387109,0.4498411705267924,0.0,1.0,1.0,0.3877187514179532,0.19173194517688577,0.03366297483444214,1.059208869934082,1.02554589509964,0.19173194517688577,0.03366297483444214,1.059208869934082,1.02554589509964
9,500,429060,0.4842423107187688,0.0,0.4648166008294828,0.0,0.5477549126387109,0.4498411705267924,0.0,1.0,1.0,0.6267439650696307,0.15834488398476157,0.09454059600830078,1.1501072645187378,1.055566668510437,0.15834488398476157,0.09454059600830078,1.1501072645187378,1.055566668510437
9,800,429060,0.533184719393335,0.0,0.48639124809689566,0.0,0.5477549126387109,0.4498411705267924,0.0,1.0,1.0,0.8410479434541304,0.09641043738199619,0.22147148847579956,1.2213855981826782,0.9999141097068787,0.09641043738199619,0.22147148847579956,1.2213855981826782,0.9999141097068787
