target_id,lsa_k,n_pairs,pearson_r,pearson_p,spearman_r,spearman_p,genre_mean,genre_std,genre_min,genre_max,genre_range,lsa_mean,lsa_std,lsa_min,lsa_max,lsa_range,diff_std,diff_min,diff_max,diff_range
1,10,429060,0.0119435092366967,5.134440546614623e-15,0.09173041518964897,0.0,0.5223985973537727,0.4241457165796462,7.867813110351562e-06,1.0,0.9999921321868896,0.040641672764992275,0.07660372508002153,0.0002048015594482422,1.15236234664917,1.1521575450897217,0.07660372508002153,0.0002048015594482422,1.15236234664917,1.1521575450897217
1,50,429060,0.3596624440480937,0.0,0.46440277830374055,0.0,0.5223985973537727,0.4241457165796462,7.867813110351562e-06,1.0,0.9999921321868896,0.15487004805043522,0.15174269234118698,0.000931859016418457,1.0395762920379639,1.0386444330215454,0.15174269234118698,0.000931859016418457,1.0395762920379639,1.0386444330215454
1,100,429060,0.3200990730731706,0.0,0.4160494072524827,0.0,0.5223985973537727,0.4241457165796462,7.867813110351562e-06,1.0,0.9999921321868896,0.17634872399607066,0.1686714894494008,0.004858076572418213,1.111201524734497,1.1063434481620789,0.1686714894494008,0.004858076572418213,1.111201524734497,1.1063434481620789
1,300,429060,0.475358089285337,0.0,0.4881650132079196,0.0,0.5223985973537727,0.4241457165796462,7.867813110351562e-06,1.0,0.9999921321868896,0.9213799074090055,0.05097498221958063,0.0012685060501098633,1.3105250597000122,1.3092565536499023,0.05097498221958063,0.0012685060501098633,1.3105250597000122,1.3092565536499023
1,500,429060,0.38679777480006494,0.0,0.4802083792275042,0.0,0.5223985973537727,0.4241457165796462,7.867813110351562e-06,1.0,0.9999921321868896,0.9684740122507176,0.03500423225808223,0.0009160041809082031,1.0599411725997925,1.0590251684188843,0.03500423225808223,0.0009160041809082031,1.0599411725997925,1.0590251684188843
1,800,429060,0.28548926062913854,0.0,0.3725480538853983,0.0,0.5223985973537727,0.4241457165796462,7.867813110351562e-06,1.0,0.9999921321868896,0.9687883948218998,0.028518480160279684,0.0013121366500854492,1.0099642276763916,1.0086520910263062,0.028518480160279684,0.0013121366500854492,1.0099642276763916,1.0086520910263062
2,10,429060,0.014229218599142973,1.1528906826639221e-20,0.09104174724700227,0.0,0.5652122561514186,0.4646979603778401,2.676248550415039e-05,1.0,0.9999732375144958,0.04103221013049437,0.07803556889936492,5.501508712768555e-05,1.1728872060775757,1.172832190990448,0.07803556889936492,5.501508712768555e-05,1.1728872060775757,1.172832190990448
2,50,429060,0.292036268072256,0.0,0.39681088598118225,0.0,0.5652122561514186,0.4646979603778401,2.676248550415039e-05,1.0,0.9999732375144958,0.1260096627169876,0.14075373449474202,0.0007967948913574219,1.032242774963379,1.0314459800720215,0.14075373449474202,0.0007967948913574219,1.032242774963379,1.0314459800720215
2,100,429060,0.2598063207815413,0.0,0.3274024544659099,0.0,0.5652122561514186,0.4646979603778401,2.676248550415039e-05,1.0,0.9999732375144958,0.15127062887968853,0.16215561673345846,0.0019936561584472656,1.0891103744506836,1.0871167182922363,0.16215561673345846,0.0019936561584472656,1.0891103744506836,1.0871167182922363
2,300,429060,0.22272075997863544,0.0,0.24224401697117073,0.0,0.5652122561514186,0.4646979603778401,2.676248550415039e-05,1.0,0.9999732375144958,0.5068519203164319,0.13835171642339375,0.029974937438964844,1.3000296354293823,1.2700546979904175,0.13835171642339375,0.029974937438964844,1.3000296354293823,1.2700546979904175
2,500,429060,0.2275117674854355,0.0,0.22113857909864157,0.0,0.5652122561514186,0.4646979603778401,2.676248550415039e-05,1.0,0.9999732375144958,0.8888544831376851,0.05077961375113079,0.0033713579177856445,1.2574682235717773,1.2540968656539917,0.05077961375113079,0.0033713579177856445,1.2574682235717773,1.2540968656539917
2,800,429060,0.2465585347252771,0.0,0.2727366743561145,0.0,0.5652122561514186,0.4646979603778401,2.676248550415039e-05,1.0,0.9999732375144958,0.9506858289004239,0.03528124240592922,0.0024209022521972656,1.0524036884307861,1.0499827861785889,0.03528124240592922,0.0024209022521972656,1.0524036884307861,1.0499827861785889
3,10,429060,0.017521828752422797,1.6994797483446163e-30,0.12530984798849848,0.0,0.5349077447282681,0.4374251136561172,3.069639205932617e-05,1.0,0.9999693036079407,0.03656703883318647,0.07494284480651754,0.00012493133544921875,1.1393448114395142,1.139219880104065,0.07494284480651754,0.00012493133544921875,1.1393448114395142,1.139219880104065
3,50,429060,0.3662591512186633,0.0,0.47739724342964246,0.0,0.5349077447282681,0.4374251136561172,3.069639205932617e-05,1.0,0.9999693036079407,0.1613248640220493,0.1544310127870769,0.0004890561103820801,1.0417262315750122,1.0412371754646301,0.1544310127870769,0.0004890561103820801,1.0417262315750122,1.0412371754646301
3,100,429060,0.328017599055707,0.0,0.43574108234675474,0.0,0.5349077447282681,0.4374251136561172,3.069639205932617e-05,1.0,0.9999693036079407,0.18470285118059618,0.1702954514389484,0.006015896797180176,1.0995897054672241,1.093573808670044,0.1702954514389484,0.006015896797180176,1.0995897054672241,1.093573808670044
3,300,429060,0.25048542656466155,0.0,0.29455630410176153,0.0,0.5349077447282681,0.4374251136561172,3.069639205932617e-05,1.0,0.9999693036079407,0.8855505135835026,0.052030492753084884,0.0018747448921203613,1.311172366142273,1.3092976212501526,0.052030492753084884,0.0018747448921203613,1.311172366142273,1.3092976212501526
3,500,429060,0.30805200885081385,0.0,0.4076926001213608,0.0,0.5349077447282681,0.4374251136561172,3.069639205932617e-05,1.0,0.9999693036079407,0.9572247477816751,0.03502005907836852,0.001057744026184082,1.0577406883239746,1.0566829442977905,0.03502005907836852,0.001057744026184082,1.0577406883239746,1.0566829442977905
3,800,429060,0.27389355039641694,0.0,0.3553671428823869,0.0,0.5349077447282681,0.4374251136561172,3.069639205932617e-05,1.0,0.9999693036079407,0.9634252840535589,0.030237251368221304,0.0013474225997924805,1.0098079442977905,1.008460521697998,0.030237251368221304,0.0013474225997924805,1.0098079442977905,1.008460521697998
4,10,429060,0.01902736573364943,1.1656442511406964e-35,0.142684975452679,0.0,0.5273715824773694,0.4296552448213519,3.808736801147461e-05,1.0,0.9999619126319885,0.03725059617206399,0.07561440779057743,2.7835369110107422e-05,1.1653993129730225,1.1653714776039124,0.07561440779057743,2.7835369110107422e-05,1.1653993129730225,1.1653714776039124
4,50,429060,0.39854037069329573,0.0,0.48555464262775727,0.0,0.5273715824773694,0.4296552448213519,3.808736801147461e-05,1.0,0.9999619126319885,0.22619742874134416,0.15698874357103357,0.0018892884254455566,1.200663685798645,1.1987743973731995,0.15698874357103357,0.0018892884254455566,1.200663685798645,1.1987743973731995
4,100,429060,0.3435189147894923,0.0,0.3864900485861151,0.0,0.5273715824773694,0.4296552448213519,3.808736801147461e-05,1.0,0.9999619126319885,0.6600618193321882,0.1049996672681878,0.00024211406707763672,1.2560381889343262,1.2557960748672485,0.1049996672681878,0.00024211406707763672,1.2560381889343262,1.2557960748672485
4,300,429060,0.3436453178088708,0.0,0.42053915784758145,0.0,0.5273715824773694,0.4296552448213519,3.808736801147461e-05,1.0,0.9999619126319885,0.9124460461022653,0.05101061008253175,0.0009096264839172363,1.0050221681594849,1.0041125416755676,0.05101061008253175,0.0009096264839172363,1.0050221681594849,1.0041125416755676
4,500,429060,0.3389675429920946,0.0,0.3968174539980842,0.0,0.5273715824773694,0.4296552448213519,3.808736801147461e-05,1.0,0.9999619126319885,0.9233049945439992,0.04640907142148233,0.0015575885772705078,1.0012829303741455,0.999725341796875,0.04640907142148233,0.0015575885772705078,1.0012829303741455,0.999725341796875
4,800,429060,0.31837502677167573,0.0,0.3546701840470214,0.0,0.5273715824773694,0.4296552448213519,3.808736801147461e-05,1.0,0.9999619126319885,0.9320311557573966,0.04205823667343693,0.0026442408561706543,1.0003662109375,0.9977219700813293,0.04205823667343693,0.0026442408561706543,1.0003662109375,0.9977219700813293
5,10,429060,0.0071690552711621775,2.6534527050512044e-06,0.08394227500670784,0.0,0.5179358276866096,0.4191887204208824,1.1920928955078125e-07,1.0,0.9999998807907104,0.03973805741616875,0.07760088015037135,0.00016182661056518555,1.1507097482681274,1.1505479216575623,0.07760088015037135,0.00016182661056518555,1.1507097482681274,1.1505479216575623
